web-scraper-order,web-scraper-start-url,pages,Auther
"1684612711-733","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=0","Jenni Sorkin"
"1684612711-734","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=0","Grant Klarich Johnson Reviewed by"
"1684612711-735","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=0","Benjamin Authers"
"1684612711-736","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=0","Ben Authers"
"1684612711-737","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=0","Stefan Selljber"
"1684612711-738","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=0","Dong-heng Cho"
"1684612711-739","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=0","Nobuo Honma"
"1684612711-740","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=0","Catharina Dorothea Prinsloo"
"1684612711-741","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=0","Elissa Auther"
"1684612715-742","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=3","Jennifer Doyle"
"1684612715-743","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=3","Marianne Leruez-Ville"
"1684612715-744","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=3","Daniel Davison-Vecchione"
"1684612715-745","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=3","Samantha Ashenden"
"1684612715-746","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=3","J.R. Wattez"
"1684612715-747","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=3","none"
"1684612715-748","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=3","Mardie Chapman"
"1684612715-749","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=3","Danford Zirugo"
"1684612715-750","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=3","M.A. Samman"
"1684612715-751","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=3","Huaning Yu"
"1684612720-752","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=2","Sharon Anderson"
"1684612720-753","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=2","Caixia Chen"
"1684612720-754","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=2","Jennifer Doyle"
"1684612720-755","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=2","Salome Kasimba"
"1684612720-756","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=2","Pedro T. Pisa"
"1684612720-757","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=2","Antonella Delle Fave"
"1684612720-758","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=2","Gerda Reitsma"
"1684612720-759","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=2","Anneke Stols"
"1684612720-760","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=2","Tiny Masupe"
"1684612720-761","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=2","Johannes D. van der Merwe"
"1684612726-762","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=1","IM Kruger"
"1684612726-763","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=1","Catharina D Prinsloo"
"1684612726-764","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=1","E. Wentzel-Viljoen PhD Dietetics, RD(SA)"
"1684612726-765","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=1","H Christa Chidrawi"
"1684612726-766","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=1","Heleen French"
"1684612726-767","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=1","Leon Roets"
"1684612726-768","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=1","Annelize Bonthuys"
"1684612726-769","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=1","El-Marie Ludick"
"1684612726-770","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=1","Nicole R. Fleetwood"
"1684612726-771","https://www.tandfonline.com/action/doSearch?AllField=authers","https://www.tandfonline.com/action/doSearch?AllField=authers&pageSize=10&subjectTitle=&startPage=1","Heleen French"
